"Username","Trial","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Stimuli.Value","Procedure.Item","Procedure.Trial.Type","Procedure.Procedure.Notes","Procedure.Shuffle","Response.RT","Response.Response","Response.JOL"
"5b14898a30d562000155f1e9",45,2,"Global B","Mother","Mother","U2","Unrelated",44,44,"Study","Unrelated","U2",2172,"",NA
"5b14898a30d562000155f1e9",46,2,"Global B","Fossil","Fossil","U2","Unrelated",43,41,"Study","Unrelated","U2",1624,"",NA
"5b14898a30d562000155f1e9",47,2,"Global B","Cook","Cook","U2","Unrelated",42,39,"Study","Unrelated","U2",2312,"",NA
"5b14898a30d562000155f1e9",48,2,"Global B","Card","Card","U2","Unrelated",37,43,"Study","Unrelated","U2",1888,"",NA
"5b14898a30d562000155f1e9",49,2,"Global B","Cloud","Cloud","U2","Unrelated",40,46,"Study","Unrelated","U2",1734,"",NA
"5b14898a30d562000155f1e9",50,2,"Global B","Tent","Tent","U2","Unrelated",46,48,"Study","Unrelated","U2",2465,"",NA
"5b14898a30d562000155f1e9",51,2,"Global B","Rest","Rest","U2","Unrelated",48,42,"Study","Unrelated","U2",1831,"",NA
"5b14898a30d562000155f1e9",52,2,"Global B","Flute","Flute","U2","Unrelated",38,38,"Study","Unrelated","U2",1535,"",NA
"5b14898a30d562000155f1e9",53,2,"Global B","Phone","Phone","U2","Unrelated",47,47,"Study","Unrelated","U2",1512,"",NA
"5b14898a30d562000155f1e9",55,2,"Global B","","","","",NA,0,"JOL_GLOBAL","Unrelated","JOL4",6001,"",10
"5b14898a30d562000155f1e9",59,2,"Global B","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test3",65001,"Basket Drill Mother Phone Fossil ",NA
"5b14898a30d562000155f1e9",61,2,"Global B","Attic","Attic","R2","Related",34,28,"Study","Related","R2",1894,"",NA
"5b14898a30d562000155f1e9",62,2,"Global B","Door","Door","R2","Related",30,33,"Study","Related","R2",1327,"",NA
"5b14898a30d562000155f1e9",63,2,"Global B","Roof","Roof","R2","Related",36,26,"Study","Related","R2",1385,"",NA
"5b14898a30d562000155f1e9",64,2,"Global B","Elevator","Elevator","R2","Related",33,32,"Study","Related","R2",1309,"",NA
"5b14898a30d562000155f1e9",65,2,"Global B","Ceiling","Ceiling","R2","Related",25,29,"Study","Related","R2",1387,"",NA
"5b14898a30d562000155f1e9",66,2,"Global B","Bathroom","Bathroom","R2","Related",27,34,"Study","Related","R2",1304,"",NA
"5b14898a30d562000155f1e9",67,2,"Global B","Window","Window","R2","Related",28,30,"Study","Related","R2",3732,"",NA
"5b14898a30d562000155f1e9",68,2,"Global B","Basement","Basement","R2","Related",26,35,"Study","Related","R2",10457,"",NA
"5b14898a30d562000155f1e9",69,2,"Global B","Hallway","Hallway","R2","Related",35,27,"Study","Related","R2",1349,"",NA
"5b14898a30d562000155f1e9",70,2,"Global B","Stairs","Stairs","R2","Related",32,31,"Study","Related","R2",2246,"",NA
"5b14898a30d562000155f1e9",71,2,"Global B","Floor","Floor","R2","Related",31,36,"Study","Related","R2",1374,"",NA
"5b14898a30d562000155f1e9",72,2,"Global B","Wall","Wall","R2","Related",29,37,"Study","Related","R2",1309,"",NA
"5b14898a30d562000155f1e9",74,2,"Global B","","","","",NA,0,"JOL_GLOBAL","Related","JOL3",5000,"",30
"5b14898a30d562000155f1e9",78,2,"Global B","","","","",NA,0,"FreeRecall","Related","RECALL_Test4",65000,"Ceiling Window Wall Door Floor Roof Basement Attic Elevator Stairs ",NA
"5b4d41e13d01bd0001ec46c2",4,1,"Global A","Oxygen","Oxygen","U1","Unrelated",18,18,"Study","Unrelated","U1",1856,"",NA
"5b4d41e13d01bd0001ec46c2",5,1,"Global A","Guitar","Guitar","U1","Unrelated",19,20,"Study","Unrelated","U1",1728,"",NA
"5b4d41e13d01bd0001ec46c2",6,1,"Global A","Ballet","Ballet","U1","Unrelated",24,14,"Study","Unrelated","U1",1232,"",NA
"5b4d41e13d01bd0001ec46c2",7,1,"Global A","Pants","Pants","U1","Unrelated",17,16,"Study","Unrelated","U1",1744,"",NA
"5b4d41e13d01bd0001ec46c2",8,1,"Global A","Dollar","Dollar","U1","Unrelated",20,22,"Study","Unrelated","U1",1641,"",NA
"5b4d41e13d01bd0001ec46c2",9,1,"Global A","Milk","Milk","U1","Unrelated",22,24,"Study","Unrelated","U1",1490,"",NA
"5b4d41e13d01bd0001ec46c2",10,1,"Global A","Student","Student","U1","Unrelated",15,21,"Study","Unrelated","U1",1602,"",NA
"5b4d41e13d01bd0001ec46c2",11,1,"Global A","Jeep","Jeep","U1","Unrelated",23,19,"Study","Unrelated","U1",1597,"",NA
"5b4d41e13d01bd0001ec46c2",12,1,"Global A","Parrot","Parrot","U1","Unrelated",21,15,"Study","Unrelated","U1",1469,"",NA
"5b4d41e13d01bd0001ec46c2",13,1,"Global A","Mayor","Mayor","U1","Unrelated",14,17,"Study","Unrelated","U1",1485,"",NA
"5b4d41e13d01bd0001ec46c2",14,1,"Global A","Hockey","Hockey","U1","Unrelated",16,25,"Study","Unrelated","U1",2597,"",NA
"5b4d41e13d01bd0001ec46c2",15,1,"Global A","Rifle","Rifle","U1","Unrelated",13,23,"Study","Unrelated","U1",2679,"",NA
"5b4d41e13d01bd0001ec46c2",17,1,"Global A","","","","",NA,0,"JOL_GLOBAL","Unrelated","JOL2",6002,"",NA
"5b4d41e13d01bd0001ec46c2",21,1,"Global A","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test1",65004,"Jeep ",NA
"5b4d41e13d01bd0001ec46c2",23,1,"Global A","Volcano","Volcano","R1","Related",4,11,"Study","Related","R1",5233,"",NA
"5b4d41e13d01bd0001ec46c2",24,1,"Global A","River","River","R1","Related",2,3,"Study","Related","R1",2625,"",NA
"5b4d41e13d01bd0001ec46c2",25,1,"Global A","Glacier","Glacier","R1","Related",12,7,"Study","Related","R1",2698,"",NA
"5b4d41e13d01bd0001ec46c2",26,1,"Global A","Island","Island","R1","Related",9,10,"Study","Related","R1",2716,"",NA
"5b4d41e13d01bd0001ec46c2",27,1,"Global A","Canyon","Canyon","R1","Related",3,4,"Study","Related","R1",3440,"",NA
"5b4d41e13d01bd0001ec46c2",28,1,"Global A","Mountain","Mountain","R1","Related",7,2,"Study","Related","R1",2951,"",NA
"5b4d41e13d01bd0001ec46c2",29,1,"Global A","Ocean","Ocean","R1","Related",8,8,"Study","Related","R1",2199,"",NA
"5b4d41e13d01bd0001ec46c2",30,1,"Global A","Rock","Rock","R1","Related",5,12,"Study","Related","R1",2353,"",NA
"5b4d41e13d01bd0001ec46c2",31,1,"Global A","Hill","Hill","R1","Related",6,9,"Study","Related","R1",1789,"",NA
"5b4d41e13d01bd0001ec46c2",32,1,"Global A","Cave","Cave","R1","Related",11,5,"Study","Related","R1",2373,"",NA
"5b4d41e13d01bd0001ec46c2",33,1,"Global A","Valley","Valley","R1","Related",1,13,"Study","Related","R1",2280,"",NA
"5b4d41e13d01bd0001ec46c2",34,1,"Global A","Lake","Lake","R1","Related",10,6,"Study","Related","R1",4992,"",NA
"5b4d41e13d01bd0001ec46c2",36,1,"Global A","","","","",NA,0,"JOL_GLOBAL","Related","JOL1",6001,"",100
"5b4d41e13d01bd0001ec46c2",40,1,"Global A","","","","",NA,0,"FreeRecall","Related","RECALL_Test2",65001,"Lake Volcano River Valley Cave Hill Rock Mountain Island",NA
"5b4d41e13d01bd0001ec46c2",42,1,"Global A","Tulip","Tulip","U2","Unrelated",39,40,"Study","Unrelated","U2",5256,"",NA
"5b4d41e13d01bd0001ec46c2",43,1,"Global A","Sandal","Sandal","U2","Unrelated",37,39,"Study","Unrelated","U2",3445,"",NA
"5b4d41e13d01bd0001ec46c2",44,1,"Global A","Cruise","Cruise","U2","Unrelated",42,49,"Study","Unrelated","U2",9730,"",NA
"5b4d41e13d01bd0001ec46c2",45,1,"Global A","Blue","Blue","U2","Unrelated",41,38,"Study","Unrelated","U2",2340,"",NA
"5b4d41e13d01bd0001ec46c2",46,1,"Global A","Fly","Fly","U2","Unrelated",38,43,"Study","Unrelated","U2",2142,"",NA
"5b4d41e13d01bd0001ec46c2",47,1,"Global A","Viper","Viper","U2","Unrelated",44,41,"Study","Unrelated","U2",2224,"",NA
"5b4d41e13d01bd0001ec46c2",48,1,"Global A","Eye","Eye","U2","Unrelated",48,46,"Study","Unrelated","U2",2271,"",NA
"5b4d41e13d01bd0001ec46c2",49,1,"Global A","Cold","Cold","U2","Unrelated",40,44,"Study","Unrelated","U2",2109,"",NA
"5b4d41e13d01bd0001ec46c2",50,1,"Global A","Tea","Tea","U2","Unrelated",45,48,"Study","Unrelated","U2",2149,"",NA
"5b4d41e13d01bd0001ec46c2",51,1,"Global A","Computer","Computer","U2","Unrelated",47,42,"Study","Unrelated","U2",2054,"",NA
"5b4d41e13d01bd0001ec46c2",52,1,"Global A","Shark","Shark","U2","Unrelated",43,45,"Study","Unrelated","U2",2438,"",NA
"5b4d41e13d01bd0001ec46c2",53,1,"Global A","Lipstick","Lipstick","U2","Unrelated",46,47,"Study","Unrelated","U2",2324,"",NA
"5b4d41e13d01bd0001ec46c2",55,1,"Global A","","","","",NA,0,"JOL_GLOBAL","Unrelated","JOL4",6000,"",100
"5b4d41e13d01bd0001ec46c2",59,1,"Global A","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test3",65002,"Lake Tuilip Sandal Cruise Blue Fly Viper Cold Lipstick Shark Tea ",NA
"5b4d41e13d01bd0001ec46c2",61,1,"Global A","Donkey","Donkey","R2","Related",34,29,"Study","Related","R2",18281,"",NA
"5b4d41e13d01bd0001ec46c2",62,1,"Global A","Wolf","Wolf","R2","Related",29,33,"Study","Related","R2",3800,"",NA
"5b4d41e13d01bd0001ec46c2",63,1,"Global A","Bear","Bear","R2","Related",35,34,"Study","Related","R2",5391,"",NA
"5b4d41e13d01bd0001ec46c2",64,1,"Global A","Elephant","Elephant","R2","Related",32,36,"Study","Related","R2",2447,"",NA
"5b4d41e13d01bd0001ec46c2",65,1,"Global A","Lion","Lion","R2","Related",26,26,"Study","Related","R2",3002,"",NA
"5b4d41e13d01bd0001ec46c2",66,1,"Global A","Cow","Cow","R2","Related",36,27,"Study","Related","R2",2493,"",NA
"5b4d41e13d01bd0001ec46c2",67,1,"Global A","Cheetah","Cheetah","R2","Related",28,37,"Study","Related","R2",3098,"",NA
"5b4d41e13d01bd0001ec46c2",68,1,"Global A","Tiger","Tiger","R2","Related",25,28,"Study","Related","R2",4367,"",NA
"5b4d41e13d01bd0001ec46c2",69,1,"Global A","Girraffe","Girraffe","R2","Related",31,32,"Study","Related","R2",2763,"",NA
"5b4d41e13d01bd0001ec46c2",70,1,"Global A","Zebra","Zebra","R2","Related",27,31,"Study","Related","R2",2766,"",NA
"5b4d41e13d01bd0001ec46c2",71,1,"Global A","Cat","Cat","R2","Related",33,35,"Study","Related","R2",2453,"",NA
"5b4d41e13d01bd0001ec46c2",72,1,"Global A","Goat","Goat","R2","Related",30,30,"Study","Related","R2",2137,"",NA
"5b4d41e13d01bd0001ec46c2",74,1,"Global A","","","","",NA,0,"JOL_GLOBAL","Related","JOL3",5000,"",100
"5b4d41e13d01bd0001ec46c2",78,1,"Global A","","","","",NA,0,"FreeRecall","Related","RECALL_Test4",65000,"Cat Cow Goat Zebra Tiger Lion Bear Wolf Donkey Horse",NA
"5b99663d4cefb60001e7a214",4,3,"Global C","Valley","Valley","R1","Related",1,12,"Study","Related","R1",2152,"",NA
"5b99663d4cefb60001e7a214",5,3,"Global C","River","River","R1","Related",2,9,"Study","Related","R1",1701,"",NA
"5b99663d4cefb60001e7a214",6,3,"Global C","Cave","Cave","R1","Related",11,2,"Study","Related","R1",1853,"",NA
"5b99663d4cefb60001e7a214",7,3,"Global C","Lake","Lake","R1","Related",10,11,"Study","Related","R1",1402,"",NA
"5b99663d4cefb60001e7a214",8,3,"Global C","Canyon","Canyon","R1","Related",3,7,"Study","Related","R1",2374,"",NA
"5b99663d4cefb60001e7a214",9,3,"Global C","Ocean","Ocean","R1","Related",8,6,"Study","Related","R1",1219,"",NA
"5b99663d4cefb60001e7a214",10,3,"Global C","Rock","Rock","R1","Related",5,4,"Study","Related","R1",2019,"",NA
"5b99663d4cefb60001e7a214",11,3,"Global C","Mountain","Mountain","R1","Related",7,8,"Study","Related","R1",1880,"",NA
"5b99663d4cefb60001e7a214",12,3,"Global C","Island","Island","R1","Related",9,3,"Study","Related","R1",2184,"",NA
"5b99663d4cefb60001e7a214",13,3,"Global C","Glacier","Glacier","R1","Related",12,5,"Study","Related","R1",2212,"",NA
"5b99663d4cefb60001e7a214",14,3,"Global C","Volcano","Volcano","R1","Related",4,10,"Study","Related","R1",3069,"",NA
"5b99663d4cefb60001e7a214",15,3,"Global C","Hill","Hill","R1","Related",6,13,"Study","Related","R1",2603,"",NA
"5b99663d4cefb60001e7a214",17,3,"Global C","","","","",NA,0,"JOL_GLOBAL","Related","JOL1",6007,"",2
"5b99663d4cefb60001e7a214",21,3,"Global C","","","","",NA,0,"FreeRecall","Related","RECALL_Test1",65003,"ocean river canyon hill glacier volcano river lake cave rock mountain valley ",NA
"5b99663d4cefb60001e7a214",23,3,"Global C","Milk","Milk","U1","Unrelated",22,14,"Study","Unrelated","U1",2031,"",NA
"5b99663d4cefb60001e7a214",24,3,"Global C","Parrot","Parrot","U1","Unrelated",21,18,"Study","Unrelated","U1",2545,"",NA
"5b99663d4cefb60001e7a214",25,3,"Global C","Jeep","Jeep","U1","Unrelated",23,17,"Study","Unrelated","U1",2132,"",NA
"5b99663d4cefb60001e7a214",26,3,"Global C","Pants","Pants","U1","Unrelated",17,25,"Study","Unrelated","U1",1910,"",NA
"5b99663d4cefb60001e7a214",27,3,"Global C","Hockey","Hockey","U1","Unrelated",16,19,"Study","Unrelated","U1",1993,"",NA
"5b99663d4cefb60001e7a214",28,3,"Global C","Student","Student","U1","Unrelated",15,23,"Study","Unrelated","U1",3500,"",NA
"5b99663d4cefb60001e7a214",29,3,"Global C","Rifle","Rifle","U1","Unrelated",13,15,"Study","Unrelated","U1",2612,"",NA
"5b99663d4cefb60001e7a214",30,3,"Global C","Mayor","Mayor","U1","Unrelated",14,24,"Study","Unrelated","U1",2131,"",NA
"5b99663d4cefb60001e7a214",31,3,"Global C","Dollar","Dollar","U1","Unrelated",20,16,"Study","Unrelated","U1",2230,"",NA
"5b99663d4cefb60001e7a214",32,3,"Global C","Guitar","Guitar","U1","Unrelated",19,20,"Study","Unrelated","U1",1677,"",NA
"5b99663d4cefb60001e7a214",33,3,"Global C","Ballet","Ballet","U1","Unrelated",24,22,"Study","Unrelated","U1",1654,"",NA
"5b99663d4cefb60001e7a214",34,3,"Global C","Oxygen","Oxygen","U1","Unrelated",18,21,"Study","Unrelated","U1",1806,"",NA
"5b99663d4cefb60001e7a214",36,3,"Global C","","","","",NA,0,"JOL_GLOBAL","Unrelated","JOL2",6004,"",5
"5b99663d4cefb60001e7a214",40,3,"Global C","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test2",65005,"mayor pants parrot milk jeep student ",NA
"5b99663d4cefb60001e7a214",42,3,"Global C","Girraffe","Girraffe","R2","Related",31,27,"Study","Related","R2",2278,"",NA
"5b99663d4cefb60001e7a214",43,3,"Global C","Cat","Cat","R2","Related",33,37,"Study","Related","R2",2239,"",NA
"5b99663d4cefb60001e7a214",44,3,"Global C","Tiger","Tiger","R2","Related",25,33,"Study","Related","R2",1971,"",NA
"5b99663d4cefb60001e7a214",45,3,"Global C","Zebra","Zebra","R2","Related",27,32,"Study","Related","R2",2073,"",NA
"5b99663d4cefb60001e7a214",46,3,"Global C","Wolf","Wolf","R2","Related",29,29,"Study","Related","R2",1083,"",NA
"5b99663d4cefb60001e7a214",47,3,"Global C","Cheetah","Cheetah","R2","Related",28,35,"Study","Related","R2",3839,"",NA
"5b99663d4cefb60001e7a214",48,3,"Global C","Bear","Bear","R2","Related",35,36,"Study","Related","R2",1342,"",NA
"5b99663d4cefb60001e7a214",49,3,"Global C","Cow","Cow","R2","Related",36,26,"Study","Related","R2",1507,"",NA
"5b99663d4cefb60001e7a214",50,3,"Global C","Goat","Goat","R2","Related",30,30,"Study","Related","R2",1664,"",NA
"5b99663d4cefb60001e7a214",51,3,"Global C","Lion","Lion","R2","Related",26,28,"Study","Related","R2",2252,"",NA
"5b99663d4cefb60001e7a214",52,3,"Global C","Donkey","Donkey","R2","Related",34,31,"Study","Related","R2",1905,"",NA
"5b99663d4cefb60001e7a214",53,3,"Global C","Elephant","Elephant","R2","Related",32,34,"Study","Related","R2",1373,"",NA
"5b99663d4cefb60001e7a214",55,3,"Global C","","","","",NA,0,"JOL_GLOBAL","Related","JOL3",6002,"",60
"5b99663d4cefb60001e7a214",59,3,"Global C","","","","",NA,0,"FreeRecall","Related","RECALL_Test3",65002,"giraffe bear lion tiger elephant wolf cheetah zebra mon",NA
"5b99663d4cefb60001e7a214",61,3,"Global C","Viper","Viper","U2","Unrelated",44,38,"Study","Unrelated","U2",2337,"",NA
"5b99663d4cefb60001e7a214",62,3,"Global C","Tulip","Tulip","U2","Unrelated",39,44,"Study","Unrelated","U2",4420,"",NA
"5b99663d4cefb60001e7a214",63,3,"Global C","Cruise","Cruise","U2","Unrelated",42,39,"Study","Unrelated","U2",2370,"",NA
"5b99663d4cefb60001e7a214",64,3,"Global C","Lipstick","Lipstick","U2","Unrelated",46,47,"Study","Unrelated","U2",2064,"",NA
"5b99663d4cefb60001e7a214",65,3,"Global C","Computer","Computer","U2","Unrelated",47,43,"Study","Unrelated","U2",1043,"",NA
"5b99663d4cefb60001e7a214",66,3,"Global C","Shark","Shark","U2","Unrelated",43,41,"Study","Unrelated","U2",1766,"",NA
"5b99663d4cefb60001e7a214",67,3,"Global C","Eye","Eye","U2","Unrelated",48,45,"Study","Unrelated","U2",1699,"",NA
"5b99663d4cefb60001e7a214",68,3,"Global C","Tea","Tea","U2","Unrelated",45,42,"Study","Unrelated","U2",1657,"",NA
"5b99663d4cefb60001e7a214",69,3,"Global C","Sandal","Sandal","U2","Unrelated",37,48,"Study","Unrelated","U2",2120,"",NA
"5b99663d4cefb60001e7a214",70,3,"Global C","Fly","Fly","U2","Unrelated",38,46,"Study","Unrelated","U2",1831,"",NA
"5b99663d4cefb60001e7a214",71,3,"Global C","Blue","Blue","U2","Unrelated",41,49,"Study","Unrelated","U2",1915,"",NA
"5b99663d4cefb60001e7a214",72,3,"Global C","Cold","Cold","U2","Unrelated",40,40,"Study","Unrelated","U2",1258,"",NA
"5b99663d4cefb60001e7a214",74,3,"Global C","","","","",NA,0,"JOL_GLOBAL","Unrelated","JOL4",6003,"",20
"5b99663d4cefb60001e7a214",78,3,"Global C","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test4",65003,"viper fly blue cold tulip tea ",NA
"5bfdd2bc11e618000158834f",4,3,"Global C","River","River","R1","Related",2,5,"Study","Related","R1",2684,"",NA
"5bfdd2bc11e618000158834f",5,3,"Global C","Volcano","Volcano","R1","Related",4,2,"Study","Related","R1",2552,"",NA
"5bfdd2bc11e618000158834f",6,3,"Global C","Glacier","Glacier","R1","Related",12,10,"Study","Related","R1",2481,"",NA
"5bfdd2bc11e618000158834f",7,3,"Global C","Cave","Cave","R1","Related",11,12,"Study","Related","R1",1441,"",NA
"5bfdd2bc11e618000158834f",8,3,"Global C","Rock","Rock","R1","Related",5,4,"Study","Related","R1",1428,"",NA
"5bfdd2bc11e618000158834f",9,3,"Global C","Ocean","Ocean","R1","Related",8,3,"Study","Related","R1",1476,"",NA
"5bfdd2bc11e618000158834f",10,3,"Global C","Mountain","Mountain","R1","Related",7,6,"Study","Related","R1",1186,"",NA
"5bfdd2bc11e618000158834f",11,3,"Global C","Lake","Lake","R1","Related",10,9,"Study","Related","R1",1235,"",NA
"5bfdd2bc11e618000158834f",12,3,"Global C","Valley","Valley","R1","Related",1,7,"Study","Related","R1",1266,"",NA
"5bfdd2bc11e618000158834f",13,3,"Global C","Canyon","Canyon","R1","Related",3,13,"Study","Related","R1",1086,"",NA
"5bfdd2bc11e618000158834f",14,3,"Global C","Island","Island","R1","Related",9,11,"Study","Related","R1",1035,"",NA
"5bfdd2bc11e618000158834f",15,3,"Global C","Hill","Hill","R1","Related",6,8,"Study","Related","R1",1239,"",NA
"5bfdd2bc11e618000158834f",17,3,"Global C","","","","",NA,0,"JOL_GLOBAL","Related","JOL1",6022,"",NA
"5bfdd2bc11e618000158834f",21,3,"Global C","","","","",NA,0,"FreeRecall","Related","RECALL_Test1",65012,"river, canyon, volcano, hill, lake, island, mountain, land, ",NA
"5bfdd2bc11e618000158834f",23,3,"Global C","Guitar","Guitar","U1","Unrelated",19,20,"Study","Unrelated","U1",1504,"",NA
"5bfdd2bc11e618000158834f",24,3,"Global C","Rifle","Rifle","U1","Unrelated",13,24,"Study","Unrelated","U1",1158,"",NA
"5bfdd2bc11e618000158834f",25,3,"Global C","Hockey","Hockey","U1","Unrelated",16,25,"Study","Unrelated","U1",2243,"",NA
"5bfdd2bc11e618000158834f",26,3,"Global C","Ballet","Ballet","U1","Unrelated",24,15,"Study","Unrelated","U1",1282,"",NA
"5bfdd2bc11e618000158834f",27,3,"Global C","Dollar","Dollar","U1","Unrelated",20,17,"Study","Unrelated","U1",1614,"",NA
"5bfdd2bc11e618000158834f",28,3,"Global C","Pants","Pants","U1","Unrelated",17,14,"Study","Unrelated","U1",1911,"",NA
"5bfdd2bc11e618000158834f",29,3,"Global C","Student","Student","U1","Unrelated",15,19,"Study","Unrelated","U1",1617,"",NA
"5bfdd2bc11e618000158834f",30,3,"Global C","Mayor","Mayor","U1","Unrelated",14,22,"Study","Unrelated","U1",1774,"",NA
"5bfdd2bc11e618000158834f",31,3,"Global C","Parrot","Parrot","U1","Unrelated",21,21,"Study","Unrelated","U1",1848,"",NA
"5bfdd2bc11e618000158834f",32,3,"Global C","Oxygen","Oxygen","U1","Unrelated",18,23,"Study","Unrelated","U1",1558,"",NA
"5bfdd2bc11e618000158834f",33,3,"Global C","Jeep","Jeep","U1","Unrelated",23,16,"Study","Unrelated","U1",1085,"",NA
"5bfdd2bc11e618000158834f",34,3,"Global C","Milk","Milk","U1","Unrelated",22,18,"Study","Unrelated","U1",1477,"",NA
"5bfdd2bc11e618000158834f",36,3,"Global C","","","","",NA,0,"JOL_GLOBAL","Unrelated","JOL2",6007,"",50
"5bfdd2bc11e618000158834f",40,3,"Global C","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test2",65016,"hockey, rifle, ballet, football, rugby, pan",NA
"5bfdd2bc11e618000158834f",42,3,"Global C","Zebra","Zebra","R2","Related",27,32,"Study","Related","R2",1673,"",NA
"5bfdd2bc11e618000158834f",43,3,"Global C","Donkey","Donkey","R2","Related",34,35,"Study","Related","R2",1085,"",NA
"5bfdd2bc11e618000158834f",44,3,"Global C","Cat","Cat","R2","Related",33,36,"Study","Related","R2",1059,"",NA
"5bfdd2bc11e618000158834f",45,3,"Global C","Cow","Cow","R2","Related",36,30,"Study","Related","R2",1461,"",NA
"5bfdd2bc11e618000158834f",46,3,"Global C","Wolf","Wolf","R2","Related",29,31,"Study","Related","R2",1197,"",NA
"5bfdd2bc11e618000158834f",47,3,"Global C","Cheetah","Cheetah","R2","Related",28,29,"Study","Related","R2",1448,"",NA
"5bfdd2bc11e618000158834f",48,3,"Global C","Girraffe","Girraffe","R2","Related",31,28,"Study","Related","R2",1231,"",NA
"5bfdd2bc11e618000158834f",49,3,"Global C","Lion","Lion","R2","Related",26,27,"Study","Related","R2",1497,"",NA
"5bfdd2bc11e618000158834f",50,3,"Global C","Tiger","Tiger","R2","Related",25,26,"Study","Related","R2",1165,"",NA
"5bfdd2bc11e618000158834f",51,3,"Global C","Elephant","Elephant","R2","Related",32,33,"Study","Related","R2",1251,"",NA
"5bfdd2bc11e618000158834f",52,3,"Global C","Bear","Bear","R2","Related",35,34,"Study","Related","R2",2311,"",NA
"5bfdd2bc11e618000158834f",53,3,"Global C","Goat","Goat","R2","Related",30,37,"Study","Related","R2",1270,"",NA
"5bfdd2bc11e618000158834f",55,3,"Global C","","","","",NA,0,"JOL_GLOBAL","Related","JOL3",6012,"",20
"5bfdd2bc11e618000158834f",59,3,"Global C","","","","",NA,0,"FreeRecall","Related","RECALL_Test3",65011,"donkey, lion, tiger, giraffe, zebra, parrot, cat, ",NA
"5bfdd2bc11e618000158834f",61,3,"Global C","Viper","Viper","U2","Unrelated",44,49,"Study","Unrelated","U2",5436,"",NA
"5bfdd2bc11e618000158834f",62,3,"Global C","Shark","Shark","U2","Unrelated",43,47,"Study","Unrelated","U2",8630,"",NA
"5bfdd2bc11e618000158834f",63,3,"Global C","Fly","Fly","U2","Unrelated",38,42,"Study","Unrelated","U2",3679,"",NA
"5bfdd2bc11e618000158834f",64,3,"Global C","Lipstick","Lipstick","U2","Unrelated",46,39,"Study","Unrelated","U2",1178,"",NA
"5bfdd2bc11e618000158834f",65,3,"Global C","Blue","Blue","U2","Unrelated",41,43,"Study","Unrelated","U2",1454,"",NA
"5bfdd2bc11e618000158834f",66,3,"Global C","Tulip","Tulip","U2","Unrelated",39,40,"Study","Unrelated","U2",1086,"",NA
"5bfdd2bc11e618000158834f",67,3,"Global C","Tea","Tea","U2","Unrelated",45,44,"Study","Unrelated","U2",1065,"",NA
"5bfdd2bc11e618000158834f",68,3,"Global C","Computer","Computer","U2","Unrelated",47,45,"Study","Unrelated","U2",1176,"",NA
"5bfdd2bc11e618000158834f",69,3,"Global C","Sandal","Sandal","U2","Unrelated",37,48,"Study","Unrelated","U2",1287,"",NA
"5bfdd2bc11e618000158834f",70,3,"Global C","Cruise","Cruise","U2","Unrelated",42,38,"Study","Unrelated","U2",1125,"",NA
"5bfdd2bc11e618000158834f",71,3,"Global C","Cold","Cold","U2","Unrelated",40,41,"Study","Unrelated","U2",1050,"",NA
"5bfdd2bc11e618000158834f",72,3,"Global C","Eye","Eye","U2","Unrelated",48,46,"Study","Unrelated","U2",1855,"",NA
"5bfdd2bc11e618000158834f",74,3,"Global C","","","","",NA,0,"JOL_GLOBAL","Unrelated","JOL4",6007,"",10
"5bfdd2bc11e618000158834f",78,3,"Global C","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test4",65011,"viper, sandals, cruise, blue, lipstick, tea, ",NA
"5c4e5f2ae5f00f0001542748",4,2,"Global B","Frog","Frog","U1","Unrelated",13,15,"Study","Unrelated","U1",4238,"",NA
"5c4e5f2ae5f00f0001542748",5,2,"Global B","Flea","Flea","U1","Unrelated",21,23,"Study","Unrelated","U1",3336,"",NA
"5c4e5f2ae5f00f0001542748",6,2,"Global B","Slow","Slow","U1","Unrelated",23,18,"Study","Unrelated","U1",7082,"",NA
"5c4e5f2ae5f00f0001542748",7,2,"Global B","Hawk","Hawk","U1","Unrelated",24,25,"Study","Unrelated","U1",11953,"",NA
"5c4e5f2ae5f00f0001542748",8,2,"Global B","Bean","Bean","U1","Unrelated",22,14,"Study","Unrelated","U1",4925,"",NA
"5c4e5f2ae5f00f0001542748",9,2,"Global B","Shirt","Shirt","U1","Unrelated",18,20,"Study","Unrelated","U1",8998,"",NA
"5c4e5f2ae5f00f0001542748",10,2,"Global B","Kayak","Kayak","U1","Unrelated",20,21,"Study","Unrelated","U1",9985,"",NA
"5c4e5f2ae5f00f0001542748",11,2,"Global B","Mint","Mint","U1","Unrelated",17,19,"Study","Unrelated","U1",5397,"",NA
"5c4e5f2ae5f00f0001542748",12,2,"Global B","Document","Document","U1","Unrelated",15,24,"Study","Unrelated","U1",2681,"",NA
"5c4e5f2ae5f00f0001542748",13,2,"Global B","Yellow","Yellow","U1","Unrelated",19,16,"Study","Unrelated","U1",4483,"",NA
